	GP	GS	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OFF	DEF	TRB	AST	STL	BLK	PF	TOV	PTS	YR	POS	W	H
460	108	2	9.8	1.16	2.81	0.413	0.01	0.07	0.125	0.72	1.05	0.69	0.45	1.19	1.65	0.61	0.34	0.24	1.55	0.5	3.05	5	3	113	211
461	449	170	23.5	2.12	3.94	0.538	0.0	0.02	0.143	1.39	2.63	0.529	2.5	4.61	7.11	1.47	0.8	0.55	2.53	1.17	5.63	9	2	104	203
462	31	0	8.0	0.77	2.42	0.32	0.16	0.48	0.333	0.61	0.81	0.76	0.1	0.55	0.65	0.97	0.23	0.03	0.71	0.52	2.32	3	1	83	188
463	918	186	19.8	2.73	6.12	0.446	0.74	1.88	0.393	0.82	0.97	0.84	0.7	2.07	2.78	1.29	0.42	0.32	2.14	0.88	7.01	1	2	104	208
464	47	1	6.4	0.6	1.53	0.389	0.0	0.0	0.0	0.26	0.55	0.462	0.68	0.94	1.62	0.11	0.04	0.4	0.77	0.13	1.45	4	3	104	213
465	80	14	15.6	2.08	5.5	0.377	0.91	2.41	0.378	0.46	0.56	0.822	0.28	0.72	1.0	1.84	0.25	0.15	0.72	0.78	5.53	4	1	82	185
466	50	14	18.7	2.3	6.22	0.37	0.56	1.68	0.333	1.12	1.44	0.778	0.42	1.2	1.62	2.9	0.96	0.04	1.98	1.08	6.28	3	1	91	178
467	717	31	17.3	2.9	7.08	0.409	1.14	2.92	0.39	0.53	0.63	0.851	0.23	1.48	1.71	1.55	0.66	0.08	1.29	0.79	7.47	1	1	86	185
468	619	85	18.1	1.95	4.05	0.481	0.18	0.57	0.311	0.86	1.29	0.671	1.45	2.28	3.73	0.79	0.72	0.37	2.23	0.65	4.93	1	2	107	203
469	92	5	6.4	0.54	1.1	0.495	0.0	0.0	0.0	0.29	0.45	0.659	0.66	1.47	2.13	0.12	0.17	0.16	1.15	0.33	1.38	3	3	109	211
470	16	0	11.6	0.94	2.81	0.333	0.12	0.56	0.222	0.31	0.38	0.833	0.06	0.62	0.69	1.25	0.44	0.0	1.38	1.0	2.31	3	1	81	193
471	22	0	9.7	0.77	2.32	0.333	0.0	0.23	0.0	0.14	0.27	0.5	0.23	0.36	0.59	2.09	0.73	0.05	0.91	0.73	1.68	4	1	86	188
472	44	1	6.3	0.32	0.86	0.368	0.0	0.0	0.0	0.34	0.61	0.556	0.5	0.8	1.3	0.14	0.09	0.39	0.91	0.32	0.98	4	3	118	213
473	542	215	15.8	1.26	2.77	0.455	0.0	0.01	0.0	1.35	1.93	0.699	1.19	1.72	2.91	0.77	0.25	0.18	2.43	0.62	3.87	1	3	112	211
474	75	10	14.2	1.71	5.09	0.335	0.16	0.73	0.218	0.71	0.95	0.746	0.44	0.83	1.27	2.35	0.68	0.04	1.05	1.28	4.28	3	1	84	188
475	569	191	18.7	2.51	5.75	0.438	0.24	0.71	0.338	1.36	1.68	0.806	0.37	1.33	1.7	3.09	0.51	0.05	1.54	1.2	6.63	9	1	92	188
476	15	0	6.9	1.0	3.0	0.333	0.0	0.6	0.0	0.8	0.87	0.923	0.2	0.4	0.6	0.6	0.33	0.07	0.4	0.47	2.8	1	1	82	185
477	18	0	6.7	0.83	2.11	0.395	0.0	0.06	0.0	0.17	0.39	0.429	0.5	0.56	1.06	0.39	0.06	0.06	0.67	0.56	1.83	4	2	104	208
478	286	156	22.6	2.53	5.48	0.461	0.62	1.88	0.329	0.64	0.8	0.803	0.7	3.59	4.29	1.02	0.8	0.83	1.48	0.51	6.32	5	2	93	203
479	809	372	19.2	1.37	2.94	0.465	0.0	0.01	0.091	1.33	2.52	0.528	2.45	4.67	7.13	0.57	0.7	0.14	2.34	1.11	4.07	1	2	111	203
480	498	18	15.0	2.47	6.31	0.391	0.8	2.26	0.356	0.64	0.74	0.864	0.22	1.18	1.41	1.98	0.5	0.06	1.3	1.12	6.38	1	1	84	185
481	200	88	18.6	1.81	5.09	0.357	0.29	1.04	0.282	1.6	2.0	0.8	0.2	1.14	1.34	2.68	0.72	0.14	1.79	1.25	5.53	4	1	86	188
482	274	183	25.8	3.31	7.77	0.426	1.05	3.06	0.345	1.33	1.88	0.708	0.43	1.97	2.41	2.89	1.23	0.16	2.21	1.81	9.01	6	1	86	193
483	38	0	4.9	0.24	0.87	0.273	0.0	0.03	0.0	0.05	0.05	1.0	0.18	0.37	0.55	1.29	0.42	0.03	0.63	0.21	0.53	4	1	92	193
484	143	32	10.6	1.15	2.73	0.423	0.0	0.01	0.0	1.26	1.75	0.72	1.02	1.66	2.68	0.22	0.27	0.19	1.78	0.66	3.57	6	3	122	206
485	306	96	19.0	3.66	7.73	0.474	0.0	0.03	0.111	1.24	1.58	0.786	1.24	1.82	3.06	0.97	0.43	0.17	1.95	1.05	8.57	6	2	108	206
486	706	479	28.1	3.66	8.43	0.434	1.35	3.34	0.406	1.25	1.56	0.799	0.58	2.21	2.79	1.71	0.69	0.18	2.61	0.99	9.91	1	1	93	196
487	623	181	19.6	1.97	4.88	0.404	0.19	0.74	0.25	0.7	0.98	0.706	0.39	1.7	2.09	3.79	0.96	0.18	1.77	1.54	4.83	1	1	86	185
488	73	12	9.6	1.26	3.1	0.407	0.04	0.21	0.2	0.74	1.07	0.692	0.68	1.04	1.73	0.59	0.3	0.08	1.08	0.48	3.3	4	1	97	198
489	103	27	11.9	1.02	2.5	0.409	0.04	0.19	0.2	0.84	1.07	0.791	0.91	1.3	2.21	0.52	0.46	0.06	1.42	0.49	2.92	5	2	100	203
490	127	6	10.2	1.27	2.92	0.434	0.06	0.23	0.276	0.56	0.87	0.64	0.81	0.94	1.76	0.49	0.3	0.24	1.28	0.46	3.16	6	2	102	206
491	5	0	3.8	0.2	1.0	0.2	0.0	0.4	0.0	0.0	0.0	0.0	0.2	0.2	0.4	0.0	0.2	0.0	0.2	0.6	0.4	3	1	92	191
492	35	0	6.6	0.69	2.14	0.32	0.09	0.54	0.158	0.37	0.49	0.765	0.23	0.46	0.69	1.26	0.29	0.0	0.71	0.6	1.83	2	1	82	180
493	14	0	7.7	1.0	2.43	0.412	0.07	0.21	0.333	0.07	0.14	0.5	0.21	0.86	1.07	0.29	0.36	0.0	1.07	0.29	2.14	6	2	102	201
494	153	56	10.7	0.76	1.89	0.401	0.07	0.37	0.179	0.28	0.49	0.573	0.61	1.1	1.71	0.41	0.22	0.29	1.58	0.3	1.86	8	3	107	208
495	662	100	15.5	1.28	3.11	0.41	0.01	0.04	0.31	1.2	1.52	0.792	0.22	1.32	1.54	2.27	0.51	0.04	1.22	0.74	3.77	1	1	88	193
496	576	334	27.6	3.8	8.82	0.431	0.53	1.61	0.328	1.24	1.56	0.796	0.42	1.61	2.03	4.36	0.64	0.05	2.07	1.37	9.37	1	1	86	193
497	456	109	16.7	2.51	5.21	0.481	0.01	0.08	0.111	1.3	1.96	0.665	1.1	1.74	2.84	1.19	0.55	0.3	1.97	1.21	6.32	1	2	102	203
498	281	26	12.2	1.92	3.93	0.488	0.01	0.03	0.222	0.72	1.07	0.668	0.95	1.79	2.74	0.36	0.28	0.39	1.14	0.58	4.56	1	2	95	206
499	501	123	20.3	2.66	6.79	0.392	0.81	2.3	0.351	1.42	1.72	0.826	0.45	2.18	2.63	2.4	0.84	0.08	1.91	1.33	7.54	9	1	95	191
500	259	44	13.6	1.94	4.0	0.484	0.0	0.01	0.0	1.72	2.74	0.629	1.3	1.67	2.97	0.56	0.35	0.22	1.94	0.94	5.6	9	2	98	201
501	708	409	26.6	4.21	9.91	0.425	1.38	3.64	0.379	2.05	2.76	0.743	1.08	2.87	3.95	2.31	0.93	0.57	2.89	1.87	11.84	1	2	99	203
502	1094	740	30.7	4.95	10.9	0.454	0.18	0.63	0.282	3.14	4.35	0.721	1.07	2.66	3.73	7.3	1.48	0.2	1.87	2.62	13.22	1	1	79	191
503	9	0	1.6	0.11	0.89	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.33	0.0	0.0	0.0	0.22	0.22	0.22	2	3	118	211
504	942	361	23.0	2.75	6.81	0.403	0.46	1.5	0.304	1.0	1.27	0.782	0.82	2.56	3.38	4.16	0.79	0.27	2.07	1.77	6.95	1	1	86	198
505	630	286	22.3	2.22	5.44	0.408	1.01	2.78	0.365	0.81	1.05	0.771	0.38	2.23	2.62	4.03	1.23	0.2	2.03	1.65	6.27	1	1	86	188
506	470	314	24.2	4.43	8.85	0.5	0.29	0.88	0.328	2.83	3.6	0.786	1.56	5.75	7.31	2.05	0.79	1.05	2.74	1.78	11.98	7	3	127	221
507	122	30	11.6	1.25	2.67	0.469	0.0	0.0	0.0	0.91	1.33	0.685	0.62	1.51	2.13	0.31	0.32	0.39	1.89	0.7	3.42	4	3	116	213
508	841	393	23.5	2.7	6.27	0.431	0.81	2.21	0.369	1.7	2.27	0.75	0.89	2.57	3.46	1.29	1.04	0.24	2.36	0.99	7.92	1	1	102	201
509	866	346	25.3	4.17	9.23	0.451	0.8	2.29	0.347	1.8	2.61	0.69	1.47	3.01	4.48	1.99	1.0	0.52	3.09	1.88	10.93	1	2	107	201
510	186	41	9.9	1.17	2.57	0.456	0.0	0.02	0.0	0.74	1.05	0.704	0.97	1.61	2.58	0.32	0.29	0.71	1.63	0.68	3.09	7	3	111	213
511	749	230	18.1	2.28	4.97	0.459	0.0	0.03	0.091	1.67	2.4	0.699	1.26	2.58	3.84	0.84	0.34	0.67	2.21	1.07	6.24	1	3	113	208
512	1058	658	23.5	3.36	6.65	0.505	0.0	0.02	0.192	1.08	2.02	0.536	2.58	4.14	6.72	0.7	0.49	0.62	2.68	1.11	7.81	1	3	100	211
513	215	22	15.3	2.27	4.31	0.527	0.0	0.0	0.0	1.4	1.76	0.792	0.91	2.29	3.2	0.41	0.27	0.74	2.38	0.94	5.93	6	3	120	213
514	1178	1053	34.9	6.3	13.33	0.473	0.83	2.55	0.326	2.65	3.77	0.704	1.76	4.61	6.36	5.21	1.96	0.8	2.83	2.76	16.08	1	2	103	203
515	733	454	28.3	4.27	9.34	0.457	1.57	3.76	0.418	1.07	1.38	0.778	0.58	2.7	3.28	1.68	0.79	0.31	1.32	0.93	11.18	1	1	88	198
516	827	298	24.7	3.75	8.77	0.427	1.14	2.96	0.384	1.06	1.32	0.799	0.68	1.9	2.58	2.36	0.94	0.17	2.02	1.23	9.69	1	1	94	193
517	600	475	29.4	4.79	9.95	0.481	0.14	0.47	0.291	2.0	3.17	0.629	2.42	4.28	6.69	2.84	0.95	0.54	2.94	2.18	11.71	1	2	100	203
518	514	177	17.8	2.31	6.05	0.382	0.68	2.0	0.34	1.56	1.85	0.843	0.2	0.95	1.14	2.87	0.66	0.04	1.74	1.23	6.86	1	1	77	180
519	1282	1160	31.4	3.77	8.01	0.471	0.05	0.21	0.253	2.09	2.75	0.761	3.06	6.46	9.52	2.51	1.05	0.3	3.45	2.17	9.69	1	2	102	203
520	683	233	18.0	2.4	5.1	0.47	0.0	0.02	0.091	1.41	2.0	0.705	1.54	2.8	4.34	0.39	0.38	0.47	2.35	1.0	6.2	1	2	100	206
521	499	62	14.6	1.76	4.28	0.412	0.22	0.68	0.319	0.77	0.95	0.816	0.28	1.03	1.31	2.08	0.4	0.04	1.17	0.95	4.52	1	1	86	191
522	1335	1232	35.3	6.52	14.01	0.466	0.85	2.67	0.317	2.45	3.36	0.729	1.04	2.9	3.95	6.72	1.83	0.21	2.41	2.27	16.34	1	1	82	193
523	470	88	17.9	1.84	4.38	0.419	0.09	0.36	0.235	1.01	1.41	0.719	0.34	1.43	1.77	2.54	0.64	0.12	1.46	1.27	4.77	7	1	88	191
524	1389	1303	34.3	5.93	12.6	0.471	1.84	4.67	0.395	4.49	5.06	0.888	0.64	2.38	3.01	2.98	1.08	0.22	1.97	1.74	18.2	1	1	84	201
525	838	686	31.0	6.11	11.58	0.527	0.03	0.11	0.247	4.84	7.0	0.692	2.61	5.91	8.52	1.13	0.49	2.81	3.35	2.64	17.08	1	3	109	208
526	493	196	23.0	3.12	5.81	0.536	0.01	0.09	0.116	1.11	1.74	0.639	1.91	3.96	5.87	2.15	0.92	1.54	2.96	1.87	7.35	1	3	127	206
527	181	15	9.0	1.09	2.13	0.51	0.01	0.04	0.25	0.63	1.09	0.576	1.02	1.67	2.7	0.36	0.32	0.14	1.35	0.5	2.82	1	2	102	206
528	114	4	8.5	0.71	1.89	0.377	0.0	0.03	0.0	0.37	0.61	0.609	0.66	1.21	1.87	0.32	0.21	0.31	1.16	0.46	1.79	8	3	107	211
529	595	286	24.1	3.59	8.63	0.417	1.15	3.05	0.379	1.51	1.88	0.802	0.36	1.87	2.23	3.49	0.77	0.06	2.02	1.5	9.85	1	1	85	188
530	119	0	7.7	0.73	2.29	0.32	0.35	1.05	0.336	0.65	0.95	0.681	0.33	0.69	1.02	0.3	0.31	0.04	0.9	0.38	2.46	6	2	104	201
531	1476	1469	37.2	9.17	17.76	0.516	0.06	0.21	0.274	6.63	8.93	0.742	2.41	7.73	10.14	3.55	1.41	0.77	3.1	3.07	25.02	1	2	120	206
532	295	206	25.3	2.65	6.51	0.408	1.35	3.64	0.372	0.72	0.9	0.797	0.21	1.48	1.69	2.89	0.81	0.05	1.27	1.29	7.38	7	2	87	191
533	774	420	22.8	2.7	6.04	0.446	0.19	0.62	0.306	1.02	1.57	0.652	1.95	3.09	5.04	1.45	1.06	0.33	2.16	1.15	6.6	1	2	99	203
534	535	304	23.5	2.94	6.59	0.447	0.05	0.17	0.281	1.03	1.38	0.751	3.04	4.4	7.44	1.3	0.56	0.3	2.8	1.13	6.96	1	2	113	203
535	793	249	19.6	2.16	5.21	0.414	0.42	1.18	0.356	0.86	1.16	0.745	0.37	1.34	1.71	2.87	0.69	0.12	1.63	1.09	5.59	1	1	88	191
536	1207	1197	34.7	9.39	16.12	0.582	0.0	0.02	0.045	4.92	9.32	0.527	3.49	7.37	10.85	2.51	0.61	2.26	3.43	2.74	23.69	1	3	147	216
537	366	365	35.4	7.67	17.13	0.448	0.87	2.92	0.299	3.7	4.56	0.811	0.88	2.81	3.7	6.39	0.82	0.4	1.44	2.95	19.92	7	1	86	191
538	433	201	24.7	5.27	11.72	0.45	0.54	1.57	0.343	1.92	2.54	0.759	1.12	3.72	4.84	1.32	0.61	0.52	2.25	1.77	13.0	7	2	107	206
539	526	313	31.2	5.26	12.23	0.43	1.57	4.22	0.373	2.08	2.54	0.821	0.53	2.63	3.16	2.96	1.02	0.26	2.24	2.08	14.18	7	1	95	196
540	537	520	34.0	7.5	17.29	0.434	0.83	2.73	0.303	5.56	6.79	0.819	1.64	3.7	5.34	7.26	1.74	0.29	2.42	3.68	21.38	7	1	91	191
541	371	301	30.4	4.39	10.6	0.414	1.8	4.9	0.367	3.82	4.46	0.856	0.79	3.8	4.6	1.9	0.83	0.49	1.99	1.29	14.39	7	2	102	208
542	402	383	34.0	5.69	13.07	0.436	1.84	4.82	0.382	3.52	4.33	0.813	0.48	2.05	2.53	3.32	1.07	0.28	2.0	2.25	16.75	7	1	98	193
543	67	0	11.1	1.54	3.75	0.41	0.24	0.7	0.34	0.9	1.28	0.698	0.69	1.1	1.79	0.66	0.24	0.45	1.73	0.78	4.21	3	2	104	203
544	541	170	24.3	3.18	7.9	0.402	1.21	3.26	0.372	2.17	2.49	0.871	0.28	1.54	1.81	3.96	0.6	0.04	1.52	1.52	9.74	7	1	83	183
545	477	70	20.8	2.95	7.13	0.414	0.74	2.09	0.355	1.82	2.21	0.826	0.27	1.81	2.09	2.93	0.64	0.12	2.07	1.47	8.47	7	1	91	191
546	555	405	26.0	3.73	7.51	0.497	0.0	0.05	0.037	1.7	2.59	0.655	2.23	4.57	6.8	1.1	0.49	0.72	3.04	1.33	9.16	7	2	113	211
547	383	118	23.0	2.81	6.52	0.431	1.14	2.82	0.405	0.69	0.97	0.707	0.42	2.7	3.11	0.99	0.48	0.58	1.39	0.92	7.45	7	1	95	198
548	252	43	15.2	2.69	5.93	0.453	0.08	0.33	0.241	1.65	2.23	0.74	1.33	2.95	4.28	0.74	0.6	0.89	1.81	1.18	7.1	6	2	102	211
549	444	409	32.5	7.04	13.82	0.51	0.0	0.05	0.048	3.88	4.89	0.792	2.82	4.56	7.38	1.34	0.57	1.77	2.84	1.95	17.97	7	3	125	213
550	523	73	15.4	3.14	6.73	0.467	0.04	0.16	0.233	1.48	1.88	0.786	1.5	2.71	4.2	0.59	0.27	0.51	2.2	0.89	7.8	7	3	116	208
551	563	522	26.0	4.32	9.32	0.464	0.01	0.04	0.25	2.23	2.96	0.753	2.48	4.28	6.76	1.45	0.38	1.85	3.22	1.72	10.88	7	3	122	218
552	393	158	19.6	3.48	6.44	0.541	0.0	0.01	0.2	1.35	2.31	0.584	2.02	3.45	5.47	0.35	0.4	1.76	2.34	1.09	8.32	7	3	122	213
553	516	306	22.8	3.92	7.76	0.505	0.0	0.04	0.0	1.87	3.0	0.622	2.24	4.72	6.96	0.86	0.52	0.59	1.97	1.48	9.71	7	2	110	206
554	216	50	12.6	2.12	4.12	0.514	0.06	0.17	0.324	0.82	1.03	0.802	1.16	2.49	3.64	0.5	0.31	0.62	2.31	0.82	5.11	5	3	112	218
555	446	156	25.7	4.43	10.44	0.424	2.03	5.35	0.379	1.88	2.19	0.86	2.13	3.42	5.55	0.88	0.56	0.38	2.04	1.02	12.78	7	2	109	208
556	553	313	27.1	3.68	8.21	0.448	1.02	2.67	0.381	1.25	1.47	0.85	0.45	2.15	2.6	1.55	1.01	0.26	1.7	0.99	9.63	7	1	91	196
557	453	147	15.7	2.44	4.62	0.528	0.0	0.01	0.0	0.67	1.09	0.613	1.74	3.04	4.78	0.36	0.38	0.81	2.0	0.69	5.55	7	3	120	213
558	476	365	28.5	4.87	9.19	0.529	0.29	0.79	0.373	1.47	1.97	0.743	2.49	4.97	7.47	0.56	0.42	2.56	2.86	1.27	11.49	6	3	111	208
559	502	278	28.3	3.95	8.79	0.45	1.14	3.06	0.372	2.17	2.71	0.803	0.53	2.58	3.11	3.24	0.91	0.31	2.15	1.28	11.21	7	1	85	191
560	509	456	31.0	4.09	9.21	0.444	1.6	4.4	0.363	1.71	2.05	0.835	1.2	3.94	5.14	3.11	0.93	0.73	1.9	1.7	11.49	7	2	91	203
561	138	11	15.3	2.52	4.98	0.507	0.01	0.02	0.333	0.82	1.14	0.72	0.85	2.32	3.17	0.58	0.28	0.41	1.44	0.47	5.87	6	2	113	206
562	253	82	16.8	2.31	5.7	0.406	0.65	2.14	0.304	0.81	1.16	0.701	0.55	1.82	2.37	0.72	0.44	0.46	1.47	0.88	6.09	5	2	103	211
563	400	87	17.9	2.82	6.36	0.444	0.17	0.56	0.293	0.76	1.0	0.758	1.16	2.45	3.61	0.71	0.63	0.64	2.55	0.81	6.57	7	2	107	206
564	494	316	23.6	2.53	5.71	0.442	0.19	0.63	0.306	1.32	1.99	0.666	1.74	2.95	4.69	0.95	0.85	0.38	1.91	1.02	6.57	7	2	104	203
565	513	93	20.6	2.7	6.38	0.424	0.84	2.19	0.382	1.47	1.83	0.805	0.38	1.6	1.98	2.55	0.98	0.12	1.5	1.14	7.72	8	1	79	188
566	24	1	7.7	0.83	2.42	0.345	0.25	1.0	0.25	0.5	0.67	0.75	0.29	1.04	1.33	1.0	0.29	0.12	0.75	0.62	2.42	2	2	98	196
567	458	110	15.0	0.84	1.64	0.509	0.0	0.0	0.0	0.57	0.86	0.663	1.2	1.66	2.86	0.21	0.27	1.12	1.74	0.48	2.24	8	3	111	206
568	241	26	13.7	1.58	3.97	0.399	0.67	1.77	0.377	0.7	0.87	0.809	0.12	0.98	1.1	1.89	0.42	0.03	1.03	0.57	4.53	6	1	79	188
569	74	60	26.8	3.11	7.49	0.415	0.97	2.82	0.344	0.77	1.05	0.731	0.68	3.99	4.66	1.73	1.09	0.2	1.24	0.88	7.96	2	2	111	206
570	707	505	28.8	3.84	8.1	0.475	1.12	2.73	0.41	1.22	1.39	0.875	0.36	2.18	2.53	6.58	0.89	0.08	1.71	1.65	10.03	1	1	91	191
571	151	0	7.0	0.86	1.86	0.463	0.0	0.03	0.0	0.52	0.83	0.632	0.91	1.56	2.46	0.28	0.07	0.61	1.38	0.61	2.25	5	3	120	218
572	37	2	8.2	0.84	2.3	0.365	0.27	0.68	0.4	0.49	0.57	0.857	0.27	0.68	0.95	0.78	0.3	0.0	1.22	0.62	2.43	1	1	84	183
573	7	0	2.7	0.0	0.71	0.0	0.0	0.29	0.0	0.43	0.57	0.75	0.14	0.14	0.29	0.29	0.0	0.14	0.14	0.14	0.43	1	2	108	203
574	222	61	19.7	2.59	5.9	0.439	0.38	1.15	0.329	1.53	1.84	0.831	0.37	1.75	2.13	1.14	0.58	0.25	1.29	0.9	7.08	6	2	95	201
575	51	5	15.1	2.16	5.24	0.412	0.25	0.78	0.325	1.1	1.59	0.691	0.43	1.27	1.71	2.08	0.71	0.0	1.65	1.43	5.67	1	1	75	188
576	546	434	26.5	3.38	5.07	0.666	0.0	0.01	0.125	1.46	3.53	0.415	3.03	6.22	9.25	0.51	0.6	1.78	2.73	1.21	8.21	7	3	120	211
577	548	383	27.4	3.03	7.18	0.422	1.22	3.41	0.358	1.61	2.06	0.781	0.33	2.1	2.43	3.77	1.5	0.15	2.7	1.87	8.89	7	1	86	188
578	259	191	25.4	5.0	9.6	0.521	0.0	0.0	0.0	2.94	3.87	0.759	3.07	3.82	6.9	0.73	0.54	0.58	2.36	1.57	12.94	5	2	139	211
579	8	0	2.4	0.5	1.38	0.364	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.38	0.38	0.0	0.0	0.25	0.38	0.0	1.0	1	2	111	206
580	130	26	11.5	1.09	2.05	0.534	0.0	0.01	0.0	0.46	1.23	0.375	1.52	2.42	3.95	0.42	0.52	0.34	1.97	0.66	2.65	4	2	125	206
581	377	198	20.5	2.18	4.11	0.529	0.0	0.0	0.0	1.39	2.49	0.558	2.34	5.18	7.53	0.65	0.39	0.82	2.07	1.27	5.74	5	3	116	213
582	73	19	18.9	1.84	4.16	0.441	0.58	1.63	0.353	0.73	0.99	0.736	0.47	1.7	2.16	1.63	0.75	0.45	1.33	1.1	4.97	3	1	91	198
583	153	47	19.3	3.12	6.64	0.47	0.14	0.56	0.256	0.82	1.14	0.714	0.54	1.85	2.39	1.46	0.51	0.18	1.52	1.11	7.21	3	2	93	198
584	45	2	9.6	1.11	2.56	0.435	0.0	0.02	0.0	0.58	0.84	0.684	1.11	1.24	2.36	0.53	0.22	0.2	1.36	0.64	2.8	2	3	127	208
585	530	294	26.3	4.46	9.53	0.468	1.02	2.85	0.357	2.24	2.99	0.75	0.74	1.97	2.71	4.56	1.03	0.19	2.25	2.15	12.17	7	1	86	191
586	62	0	7.6	1.03	2.02	0.512	0.03	0.19	0.167	0.31	0.6	0.514	0.39	0.85	1.24	0.47	0.16	0.26	0.77	0.37	2.4	2	2	100	198
587	138	5	7.5	0.89	1.99	0.449	0.03	0.12	0.235	0.42	0.65	0.644	0.65	0.82	1.47	0.19	0.17	0.08	1.15	0.36	2.23	3	2	109	203
588	2	0	11.4	1.5	5.0	0.3	0.5	2.0	0.25	1.0	1.0	1.0	0.5	1.5	2.0	0.5	0.5	0.0	1.0	0.0	4.5	1	1	94	196
589	69	17	13.4	1.46	2.68	0.546	0.0	0.0	0.0	0.87	1.46	0.594	0.83	1.93	2.75	0.42	0.36	0.42	2.38	0.72	3.8	2	3	109	213
590	685	150	22.1	3.08	6.72	0.458	1.06	2.41	0.441	0.93	1.11	0.837	0.31	1.22	1.53	1.71	0.43	0.06	1.48	0.94	8.15	1	2	83	196
591	22	0	8.1	0.86	1.82	0.475	0.0	0.0	0.0	0.36	0.55	0.667	1.14	1.18	2.32	0.32	0.18	0.09	1.5	0.68	2.09	5	2	111	203
592	821	37	16.9	1.94	4.47	0.434	0.8	2.04	0.392	1.06	1.25	0.848	0.39	1.45	1.84	2.17	0.88	0.14	1.24	0.98	5.74	1	1	88	193
593	695	325	24.9	3.57	8.66	0.412	1.34	3.69	0.364	1.4	1.81	0.772	0.28	1.43	1.71	3.45	0.67	0.05	1.85	1.46	9.87	1	1	84	180
594	286	155	20.1	3.85	7.43	0.518	0.06	0.22	0.286	1.13	1.78	0.634	1.56	3.28	4.84	0.9	0.47	0.62	2.49	1.32	8.89	6	2	120	206
595	266	72	18.6	2.18	5.36	0.407	0.77	2.0	0.386	1.13	1.43	0.792	0.27	1.08	1.35	2.77	0.63	0.03	1.46	0.99	6.27	9	1	83	185
596	403	149	13.3	1.45	2.73	0.53	0.0	0.0	0.0	0.71	1.09	0.658	1.08	1.82	2.9	0.35	0.45	0.7	2.82	0.63	3.61	8	2	113	203
597	1	0	6.0	2.0	3.0	0.667	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	5.0	2	3	118	208
598	22	0	18.7	2.09	5.0	0.418	0.0	0.27	0.0	1.36	2.27	0.6	0.68	1.0	1.68	3.0	1.05	0.14	2.0	1.68	5.55	2	1	91	196
599	360	29	18.4	3.1	7.03	0.442	0.23	0.86	0.272	1.68	2.1	0.799	0.35	1.21	1.56	3.29	0.71	0.08	1.86	1.61	8.11	8	1	84	183
600	850	263	22.9	3.86	8.4	0.46	1.28	3.12	0.411	1.47	1.71	0.858	0.27	1.62	1.89	3.34	0.87	0.05	1.26	1.43	10.47	1	1	75	180
601	882	398	27.4	5.7	11.15	0.511	0.05	0.23	0.206	2.58	3.54	0.729	1.73	3.51	5.23	2.34	1.13	0.85	3.28	2.1	14.02	1	2	104	208
602	45	10	10.9	1.36	3.47	0.391	0.11	0.33	0.333	0.64	0.87	0.744	0.87	1.67	2.53	0.6	0.24	0.11	2.62	0.89	3.47	4	3	130	211
603	1026	972	33.9	6.18	12.79	0.483	0.21	0.68	0.314	4.12	5.36	0.769	1.15	4.87	6.01	4.14	1.22	0.56	2.32	2.4	16.7	1	2	102	203
604	568	327	30.4	4.21	9.76	0.432	0.77	2.2	0.351	2.0	2.45	0.817	1.36	3.58	4.94	1.87	0.74	0.43	2.7	1.28	11.19	1	2	98	196
605	720	29	11.7	1.33	3.08	0.433	0.37	1.0	0.366	0.28	0.44	0.633	0.6	1.16	1.76	0.78	0.44	0.2	1.02	0.41	3.31	1	2	100	198
606	366	83	12.2	1.29	2.86	0.451	0.01	0.02	0.222	0.67	0.89	0.748	0.86	1.9	2.76	0.41	0.28	0.98	1.85	0.49	3.25	1	3	104	211
607	39	3	9.0	1.1	3.28	0.336	0.1	0.36	0.286	0.46	0.69	0.667	0.46	0.9	1.36	0.49	0.13	0.18	1.13	0.79	2.77	4	2	91	206
608	868	692	29.7	4.65	9.68	0.48	0.11	0.41	0.261	3.41	4.15	0.82	1.87	4.82	6.69	2.56	1.06	0.78	3.19	2.23	12.81	1	2	111	211
609	255	117	26.1	3.6	8.91	0.404	0.75	2.37	0.316	1.58	2.05	0.772	1.16	2.53	3.69	1.45	1.04	0.36	2.62	1.05	9.53	4	2	102	198
610	766	196	22.8	3.22	8.02	0.402	1.2	3.36	0.358	1.39	1.72	0.81	0.86	2.2	3.06	2.31	0.77	0.25	2.15	1.4	9.04	1	2	93	198
611	98	2	8.5	1.11	2.82	0.395	0.07	0.35	0.206	0.42	0.65	0.641	0.31	0.78	1.08	0.92	0.48	0.07	0.83	0.6	2.71	2	1	82	198
612	253	166	21.9	1.34	2.85	0.469	0.0	0.01	0.0	0.32	0.85	0.377	2.74	3.6	6.34	0.98	0.53	1.38	2.89	0.93	2.99	9	2	91	206
613	113	2	12.8	2.03	5.28	0.384	0.63	2.02	0.311	0.42	0.51	0.81	0.2	0.59	0.8	1.81	0.32	0.04	1.21	0.96	5.1	2	1	79	188
